"hurr_sum","dhw_mean","dhw_sd","sst_mean","sst_sd","k490_mean","k490_sd","prod_mean","prod_sd","rain_mean","rain_sd","6_depth","9_reef","11_het_hab","11_het_typ","12_nursery","14_pop2000","14_pop2005","14_pop2010","14_pop2015","14_pop2020","15_margin","8_fsas","16_slope","23_watpol","18_river","22_inorpol","13_conlob","13_conyel","7_mpa","-","YEAR","REGION"
0,0.23290364259028642,0.3999436174564702,27.732797860296614,0.8752748191026047,0.035315808022350625,0.008555052159400521,326.854950868864,94.27718249359287,0.21558736735697384,0.9627363184423647,-29.181404935950415,5.920775026859504,4.367768595041323,12.400826446280991,12.768182640495867,371255.9116857438,372474.1987266529,375104.42330454546,379164.28445413226,384687.602128719,86.7534303285124,17.746985580578514,1.2736322520661156,39.56611570247934,90.0125211446281,1.0473342334710745,0.040421402892561985,0.0181806673553719,10.184428268595042,,2003,"USVI-St. Thomas"
0,0.14349929188556237,0.24314273766036165,27.548316784290144,1.0706319819842665,0.036876169181851354,0.0073979707864495585,324.6210363145629,44.888625314780455,0.49380888267408274,2.368302981336311,-28.64961387065637,6.013275484555985,4.409266409266409,12.527027027027026,12.384960378378379,369132.2990457529,370313.98636447877,372904.3683449807,376921.10389073356,382397.95170791505,86.52795208687259,17.92722808880309,1.3206031853281852,37.625482625482626,90.16113727027027,1.0248678976833976,0.03803652895752896,0.017084048262548262,10.083076874517374,,2004,"USVI-St. Thomas"
0,2.7901473406964588,4.164783654862064,28.007846426560867,1.4589407492146413,0.034862133389996074,0.009484932148779778,290.81517918777206,48.09309638814219,0.3254417793228534,1.6543772775734158,-28.903326780821917,5.962571536203522,4.401174168297456,12.526418786692759,12.531094653620352,368096.8588499022,369281.4424663405,371872.1597772994,375886.820790411,381359.30929902155,86.70739743639922,17.685250921722112,1.2535131898238747,38.00391389432485,90.335429444227,1.0369430058708415,0.03843754011741683,0.017220045009784735,9.96935724853229,,2005,"USVI-St. Thomas"
0,1.1095679630611277,1.8464268728874733,27.813923220712553,1.1472398904045418,0.03633777140429354,0.008574581121388784,307.7805406108994,52.66279022229773,0.4836404791972603,2.1324705874087035,-28.909775945010182,5.974863052953157,4.3767820773930755,12.40325865580448,12.610632395112017,372303.25313503057,373518.00411446026,376147.3116820774,380208.7170413442,385735.90909002034,86.56346103869653,18.001388900203665,1.3441246843177188,39.14460285132383,89.83324825661914,1.0344469735234216,0.03997005702647658,0.01802349694501018,10.301335130346231,,2006,"USVI-St. Thomas"
0,0.10641560004231237,0.17398968544167934,27.817106329666263,0.9977412469814436,0.038110864192331013,0.006777854469735338,304.9177195525691,52.31886613122538,0.7335679920613476,3.376914441901703,-28.64961387065637,6.013275484555985,4.409266409266409,12.527027027027026,12.384960378378379,369132.2990457529,370313.98636447877,372904.3683449807,376921.10389073356,382397.95170791505,86.52795208687259,17.92722808880309,1.3206031853281852,37.625482625482626,90.16113727027027,1.0248678976833976,0.03803652895752896,0.017084048262548262,10.083076874517374,,2007,"USVI-St. Thomas"
0.926,0.09520295081967213,0.17330985063883458,27.37550460382514,1.2345823605897592,0.03820283831594607,0.007261782849168617,299.9343065897624,44.48052168356665,0.5250017343563607,2.52966884666715,-29.30559997,5.926949312,4.388,12.5,12.765040406,370530.9604652,371647.7526364,374180.0804948,378144.946609,383575.537591,86.778835748,17.4857454,1.25828696,38.62,89.873681708,1.053270738,0.0353693,0.017092644,9.72168512,,2008,"USVI-St. Thomas"
0,0.15056172720742908,0.27286044219878147,27.476709513365144,1.3471538459801577,0.04032667968059928,0.013627715905866295,369.52896909218936,174.7452979509002,0.5002927392345852,2.4746849872212238,-27.62209736329588,6.443255368913857,4.426966292134831,12.799625468164795,13.242107788389513,370297.88519850187,371344.237090824,373810.9078325843,377714.1833659176,383086.61394101125,86.36961083895132,18.31338113857678,1.3834996816479401,36.79775280898876,89.92855043071161,1.1065406441947565,0.048853215355805245,0.016572166666666666,9.552937782771535,,2009,"USVI-St. Thomas"
0.28468468468468466,1.0329688263606072,1.6606102346894047,28.089475231395777,0.9763407971117203,0.04252448206496854,0.009858498150487222,366.8819382302774,119.08083730144209,0.4100411387032901,1.885707727087715,-27.525765738738738,6.135921574774775,4.448648648648649,12.654054054054054,12.050692891891892,380046.3259536937,381443.2885827027,384258.5820972973,388511.12023513514,394235.8671783784,86.28756647567567,17.742667983783782,1.4904014954954954,35.78378378378378,89.37525277297297,0.9990173207207207,0.037149167567567566,0.016481232432432432,10.133578028828829,,2010,"USVI-St. Thomas"
0.006198347107438017,0.044260309351296274,0.07903031390759098,27.61799189120344,1.2087182706296216,0.036275832457843694,0.006030941668810751,294.5691977545578,35.54485471906483,0.449890795503385,2.176319729919687,-29.181404935950415,5.920775026859504,4.367768595041323,12.400826446280991,12.768182640495867,371255.9116857438,372474.1987266529,375104.42330454546,379164.28445413226,384687.602128719,86.7534303285124,17.746985580578514,1.2736322520661156,39.56611570247934,90.0125211446281,1.0473342334710745,0.040421402892561985,0.0181806673553719,10.184428268595042,,2011,"USVI-St. Thomas"
0,0.370009091433849,0.6242430992966367,27.732643525088342,1.1964282257676264,0.036402307976277526,0.00609287276918674,287.75431678664523,43.680977464608326,0.2994560202372926,1.4574896429929078,-28.613480865191146,5.981525195171026,4.3843058350100605,12.480885311871228,13.389181144869216,373619.38352052314,374837.0490965795,377471.68833521125,381540.7332358149,387077.7868028169,86.62281097384306,17.7271111750503,1.4023667404426559,38.79275653923541,89.68134894567405,1.0939040442655936,0.0402365814889336,0.018320551307847082,10.134730386317907,,2012,"USVI-St. Thomas"
